center,left,right,steering,throttle,reverse,speed
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_16_746.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_16_746.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_16_746.jpg,0,0,0,26.51494
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_16_822.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_16_822.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_16_822.jpg,0,0,0,26.34315
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_16_894.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_16_894.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_16_894.jpg,0,0,0,26.12641
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_16_972.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_16_972.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_16_972.jpg,0,0,0,25.91422
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_046.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_046.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_046.jpg,0,0,0,25.7036
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_123.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_123.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_123.jpg,0,0,0,25.54677
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_194.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_194.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_194.jpg,0.2,0,0,25.32037
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_270.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_270.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_270.jpg,0.4,0,0,25.03121
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_343.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_343.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_343.jpg,0,0,0,24.77834
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_420.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_420.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_420.jpg,0,0,0,24.62275
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_496.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_496.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_496.jpg,0.1,0,0,24.42135
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_573.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_573.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_573.jpg,0.3,0,0,24.19006
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_652.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_652.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_652.jpg,0,0,0,23.98827
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_728.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_728.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_728.jpg,0,0,0,23.79362
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_805.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_805.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_805.jpg,0,0,0,23.60187
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_882.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_882.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_882.jpg,0,0,0,23.45979
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_17_955.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_17_955.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_17_955.jpg,0,0.0660942,0,23.27179
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_033.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_033.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_033.jpg,0,0.3000834,0,23.25696
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_105.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_105.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_105.jpg,0,0.513171,0,23.49324
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_183.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_183.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_183.jpg,0,0.7458594,0,23.79317
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_256.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_256.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_256.jpg,0,0.9689949,0,24.4259
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_334.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_334.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_334.jpg,0,1,0,25.1953
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_405.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_405.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_405.jpg,0,1,0,25.96046
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_483.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_483.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_483.jpg,0,1,0,26.71966
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_556.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_556.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_556.jpg,0,0.8460208,0,27.25424
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_633.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_633.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_633.jpg,0,0.6151834,0,27.76176
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_704.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_704.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_704.jpg,0,0.8296559,0,28.25535
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_781.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_781.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_781.jpg,0,1,0,28.75323
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_855.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_855.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_855.jpg,-0.05,0.7753486,0,29.40715
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_18_931.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_18_931.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_18_931.jpg,-0.25,0.5496361,0,29.78509
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_005.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_005.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_005.jpg,0,0.3246565,0,29.89726
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_081.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_081.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_081.jpg,0,0.09616813,0,29.88625
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_154.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_154.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_154.jpg,0,0,0,29.67092
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_226.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_226.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_226.jpg,0,0,0,29.43387
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_304.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_304.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_304.jpg,-0.15,0,0,29.18997
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_373.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_373.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_373.jpg,-0.3,0,0,28.97107
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_451.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_451.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_451.jpg,0,0,0,28.73305
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_520.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_520.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_520.jpg,0,0,0,28.55887
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_594.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_594.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_594.jpg,0,0,0,28.32906
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_670.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_670.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_670.jpg,0,0,0,28.10124
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_741.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_741.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_741.jpg,0,0,0,27.9311
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_817.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_817.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_817.jpg,0,0,0,27.70649
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_889.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_889.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_889.jpg,0,0,0,27.4837
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_19_967.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_19_967.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_19_967.jpg,0,0,0,27.26271
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_038.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_038.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_038.jpg,0,0,0,27.09813
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_114.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_114.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_114.jpg,0,0.2289147,0,26.97122
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_187.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_187.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_187.jpg,0,0.4455534,0,27.07978
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_263.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_263.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_263.jpg,0,0.6730477,0,27.31717
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_336.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_336.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_336.jpg,-0.05,0.8937175,0,27.83722
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_412.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_412.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_412.jpg,-0.25,0.8131279,0,28.46271
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_485.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_485.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_485.jpg,0,0.5897524,0,28.88338
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_562.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_562.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_562.jpg,0,0.3592576,0,29.07145
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_638.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_638.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_638.jpg,0,0.1326085,0,29.09953
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_711.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_711.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_711.jpg,-0.2,0,0,28.88639
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_787.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_787.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_787.jpg,0,0,0,28.61698
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_862.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_862.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_862.jpg,0,0,0,28.44185
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_20_934.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_20_934.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_20_934.jpg,0,0,0,28.21247
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_012.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_012.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_012.jpg,0,0,0,27.98544
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_086.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_086.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_086.jpg,-0.15,0,0,27.75282
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_156.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_156.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_156.jpg,0,0,0,27.5594
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_233.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_233.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_233.jpg,0,0,0,27.33692
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_305.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_305.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_305.jpg,0,0,0,27.11676
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_383.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_383.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_383.jpg,-0.1,0,0,26.89637
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_454.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_454.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_454.jpg,-0.25,0,0,26.70685
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_529.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_529.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_529.jpg,0,0,0,26.48852
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_602.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_602.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_602.jpg,0,0,0,26.32789
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_678.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_678.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_678.jpg,0,0,0,26.11602
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_751.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_751.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_751.jpg,0,0.0701049,0,25.906
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_826.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_826.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_826.jpg,0,0.291579,0,25.90074
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_900.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_900.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_900.jpg,0,0.2125926,0,25.9614
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_21_974.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_21_974.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_21_974.jpg,0,0,0,25.86001
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_052.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_052.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_052.jpg,0,0.2327157,0,25.76014
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_125.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_125.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_125.jpg,0,0.4492887,0,25.91263
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_201.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_201.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_201.jpg,0,0.6814215,0,26.15331
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_275.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_275.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_275.jpg,0,0.8996733,0,26.69894
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_349.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_349.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_349.jpg,0,1,0,27.43034
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_428.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_428.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_428.jpg,0,1,0,28.17686
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_502.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_502.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_502.jpg,0,1,0,28.73293
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_581.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_581.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_581.jpg,0,1,0,29.46914
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_655.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_655.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_655.jpg,0,1,0,30.18306
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_733.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_733.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_733.jpg,-0.1,1,0,30.18759
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_814.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_814.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_814.jpg,-0.3,0.7598344,0,30.13146
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_892.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_892.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_892.jpg,0,0.52534,0,30.0921
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_22_968.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_22_968.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_22_968.jpg,0,0.2941086,0,30.03217
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_049.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_049.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_049.jpg,0,0.05289304,0,29.90192
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_128.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_128.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_128.jpg,0,0,0,29.67235
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_205.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_205.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_205.jpg,0,0,0,29.43399
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_282.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_282.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_282.jpg,0,0.2322702,0,29.32727
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_364.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_364.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_364.jpg,0,0.4745559,0,29.47568
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_439.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_439.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_439.jpg,0,0.7016562,0,29.71211
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_518.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_518.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_518.jpg,0,0.940893,0,30.16463
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_597.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_597.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_597.jpg,0,1,0,30.19068
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_680.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_680.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_680.jpg,-0.2,1,0,30.17984
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_761.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_761.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_761.jpg,0,1,0,30.19072
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_840.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_840.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_840.jpg,0,0.8386264,0,30.16028
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_920.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_920.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_920.jpg,0,0.5949811,0,30.09967
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_23_998.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_23_998.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_23_998.jpg,0,0.3623599,0,30.04157
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_079.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_079.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_079.jpg,0,0.1216534,0,29.9818
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_158.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_158.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_158.jpg,0,0.3602226,0,29.94725
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_237.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_237.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_237.jpg,0,0.5959039,0,30.0794
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_317.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_317.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_317.jpg,0,0.8379211,0,30.14001
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_398.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_398.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_398.jpg,0,1,0,30.19585
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_483.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_483.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_483.jpg,0,1,0,30.19024
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_562.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_562.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_562.jpg,0,1,0,30.19036
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_642.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_642.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_642.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_723.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_723.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_723.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_802.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_802.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_802.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_882.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_882.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_882.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_24_965.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_24_965.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_24_965.jpg,-0.25,1,0,30.17475
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_25_049.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_25_049.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_25_049.jpg,0,1,0,30.18883
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_25_134.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_25_134.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_25_134.jpg,0,1,0,30.19007
C:\Users\HP\Data\IMG\center_2020_08_25_10_28_25_217.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_28_25_217.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_28_25_217.jpg,0,1,0,30.19026
